Region,Year,Indicator,Normalized,Value,Unit,Source,Continent,UN_Region,Official_Name
ERI,2012,Municipal,9.664875814372041e-05,13349.89,,Estimated,Africa,Eastern Africa,State of Eritrea
ERI,2017,Municipal,9.664875814372041e-05,13349.89,,Estimated,Africa,Eastern Africa,State of Eritrea
ERI,2022,Municipal,9.664875814372041e-05,13349.89,,Estimated,Africa,Eastern Africa,State of Eritrea
ESP,2007,Municipal,0.057873898032186115,7994000.0,,xx,Europe,Southern Europe,Kingdom of Spain
ESP,2012,Municipal,0.04721710820189114,6522000.0,,xx,Europe,Southern Europe,Kingdom of Spain
ESP,2017,Municipal,0.05756259235100222,7951000.0,,xx,Europe,Southern Europe,Kingdom of Spain
ESP,2022,Municipal,0.05756259235100222,7951000.0,,Estimated,Europe,Southern Europe,Kingdom of Spain
EST,2007,Municipal,0.0010063137135944294,139000.0,,xx,Europe,Northern Europe,Republic of Estonia
EST,2012,Municipal,0.0005140163573036295,71000.0,,xx,Europe,Northern Europe,Republic of Estonia
EST,2017,Municipal,0.0010497517156200884,145000.0,,xx,Europe,Northern Europe,Republic of Estonia
EST,2022,Municipal,0.0010497517156200884,145000.0,,Estimated,Europe,Northern Europe,Republic of Estonia
ETH,2007,Municipal,9.654016313865626e-05,13334.89,,Estimated,Africa,Eastern Africa,Federal Democratic Republic of Ethiopia
ETH,2012,Municipal,9.664875814372041e-05,13349.89,,Estimated,Africa,Eastern Africa,Federal Democratic Republic of Ethiopia
ETH,2017,Municipal,9.664875814372041e-05,13349.89,,Estimated,Africa,Eastern Africa,Federal Democratic Republic of Ethiopia
ETH,2022,Municipal,9.664875814372041e-05,13349.89,,Estimated,Africa,Eastern Africa,Federal Democratic Republic of Ethiopia
FIN,2007,Municipal,0.006899402655075477,953000.0,,xx,Europe,Northern Europe,Republic of Finland
FIN,2012,Municipal,0.006602576307900142,912000.0,,xx,Europe,Northern Europe,Republic of Finland
FIN,2017,Municipal,0.008253220384875177,1140000.0,,xx,Europe,Northern Europe,Republic of Finland
FIN,2022,Municipal,0.008253220384875177,1140000.0,,Estimated,Europe,Northern Europe,Republic of Finland
FJI,2007,Municipal,0.004176353168745365,576870.8928571428,,Estimated,Oceania,Melanesia,Republic of Fiji
FJI,2012,Municipal,0.004496003083270753,621023.4642857143,,Estimated,Oceania,Melanesia,Republic of Fiji
FJI,2017,Municipal,0.003235331943386218,446889.60714285716,,Estimated,Oceania,Melanesia,Republic of Fiji
FJI,2022,Municipal,0.003235331943386218,446889.60714285716,,Estimated,Oceania,Melanesia,Republic of Fiji
FRA,2007,Municipal,0.08081640276873825,11163000.0,,xx,Europe,Western Europe,French Republic
FRA,2012,Municipal,0.09420254705964544,13012000.0,,xx,Europe,Western Europe,French Republic
FRA,2017,Municipal,0.10863120339916846,15005000.0,,xx,Europe,Western Europe,French Republic
FRA,2022,Municipal,0.10863120339916846,15005000.0,,Estimated,Europe,Western Europe,French Republic
FRO,2007,Municipal,0.01383717554527362,1911300.0,,Estimated,Europe,Northern Europe,Faroe Islands
FRO,2012,Municipal,0.014679148817870974,2027600.0,,Estimated,Europe,Northern Europe,Faroe Islands
FRO,2017,Municipal,0.016449971367116997,2272200.0,,Estimated,Europe,Northern Europe,Faroe Islands
FRO,2022,Municipal,0.016449971367116997,2272200.0,,Estimated,Europe,Northern Europe,Faroe Islands
FSM,2007,Municipal,5.791733603421177e-05,8000.0,,Estimated,Oceania,Micronesia,Federated States of Micronesia
FSM,2012,Municipal,5.791733603421177e-05,8000.0,,Estimated,Oceania,Micronesia,Federated States of Micronesia
FSM,2017,Municipal,5.791733603421177e-05,8000.0,,Estimated,Oceania,Micronesia,Federated States of Micronesia
FSM,2022,Municipal,5.791733603421177e-05,8000.0,,Estimated,Oceania,Micronesia,Federated States of Micronesia
GAB,2007,Municipal,0.0002908970598988329,40181.0,,Estimated,Africa,Middle Africa,Gabonese Republic
GAB,2012,Municipal,0.0002908970598988329,40181.0,,Estimated,Africa,Middle Africa,Gabonese Republic
GAB,2017,Municipal,0.0002908970598988329,40181.0,,Estimated,Africa,Middle Africa,Gabonese Republic
GAB,2022,Municipal,0.0002908970598988329,40181.0,,Estimated,Africa,Middle Africa,Gabonese Republic
